,tweets
202,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
203,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
204,"Wes Anderson's ""The Grand Budapest Hotel"" should have won best screenplay - motion picture! It truly is a work of art! #GoldenGlobes"
205,"“@mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes”@katiecouric"
206,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
207,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
208,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
209,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
211,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
212,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
213,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
214,RT @KNXDavid: Birdman wins for motion picture screenplay. 1st win for the film. @KNX1070 #GoldenGlobes
215,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
216,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
217,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
218,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
219,#Inarritu's #Birdman wins #GoldenGlobe for #BestScreenplay for a motion picture. Congrats! http://t.co/Wn712gQNyF
220,RT @tdy_T: #Birdman wins Best Motion Picture Screenplay. #GoldenGlobes http://t.co/WIeuOSpTFK
221,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
222,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
223,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
224,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
225,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
226,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
227,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
228,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
229,RT @CineplexMovies: Best Screenplay - Motion Picture goes to... BIRDMAN #GoldenGlobes
230,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
231,"RT @YahooMovies: Birdman wins Best Screenplay, Motion Picture! #GoldenGlobes"
232,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
233,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
234,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
235,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
236,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
237,RT @KNXDavid: Birdman wins for motion picture screenplay. 1st win for the film. @KNX1070 #GoldenGlobes
238,"RT @FilmFatale_NYC: Birdman wins Best Screenplay, Motion Picture #GoldenGlobes"
239,BIRDMAN wins Best Screenplay – Motion Picture #GoldenGlobes #GoldenGlobeAwards2015 #BirdmanMovie
240,"RT mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
241,RT @joblocom: Best screenplay for a motion pictures goes to #Birdman #GoldenGlobes
242,RT @ABC: Best Screenplay in a Motion Picture goes to 'Birdman' - @GMA #GoldenGlobes
243,“@NYDNEntertain: The award for Best Screenplay (Motion Picture) goes to “Birdman” #GoldenGlobes” Congrats Everyone! #excited
244,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
246,YES! RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
247,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
248,RT @STyipwaiyee: #Inarritu's #Birdman wins #GoldenGlobe for #BestScreenplay for a motion picture. Congrats! http://t.co/Wn712gQNyF
249,"Birdman wins Best Screenplay, Motion Picture! #GoldenGlobes"
250,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
251,"RT @mashable: Best Screenplay, Motion Picture goes to ‘Birdman.’ #GoldenGlobes"
252,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
253,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
254,"Golden Globe Winner for Best Screenplay - Motion Picture is Alexander Dinelaris, Armando Bo for #Birdman!!! #GoldenGlobes"
255,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
256,"RT @IMDb: Winner: Best Screenplay - Motion Picture: A.G. Iñárritu, Alexander Dinelaris, Armando Bo for 'Birdman' http://t.co/rdaC4RehLA #Go…"
257,RT @HuffingtonPost: Best Screenplay - Motion Picture goes to Birdman #GoldenGlobes
