,tweets
104,The #GoldenGlobe for Best Actress in A Motion Picture - Drama goes to:  Julianne Moore  (Still Alice) Congrats! #GoldenGlobes
105,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
106,"Best Actress in a Motion Picture, Drama Winner - @_juliannemoore for Still Alice #GoldenGlobes"
107,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
108,"so, best actress in motion picture drama: Julianne Moore in STILL ALICE. nothing for Jennifer Aniston, there goes her chance #GoldenGlobes"
109,"RT @Culturalist: Congratulations to @_juliannemoore! #GoldenGlobe Winner for Best Actress in a Motion Picture, Drama! #StillAlice http://t.…"
110,Best actress motion picture drama goes to Julianne Moore for Still Alice. #GoldenGlobes
111,"RT @vulture: Best actress in a motion picture (drama) goes to Julianne Moore for ""Still Alice.” #GoldenGlobes"
112,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
113,"#GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
114,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
115,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
116,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
117,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
118,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
119,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
120,And the 2015 #GoldenGlobes award for Best Actress in a Motion Picture Drama goes to Julianne Moore for Still Alice
121,Best Actress in a Motion Picture Drama goes to Julianne Moore for Still Alice one of the movies leaked from Sony #GoldenGlobes
122,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
123,Julianne Moore wins Best Actress in a Motion Picture - Drama for Still Alice http://t.co/0mQDJ3cWPN #GoldenGlobes
124,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
125,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
127,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
128,"Julianne Moore wins Best Actress in a Motion Picture, Drama for #StillAlice. #GoldenGlobes2015"
129,"Best Actress Motion Picture, Drama: Julianne Moore, #StillAlice! #HD983 #TheJoeShow #GoldenGlobes"
130,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
131,Best Actress in a Motion Picture - Drama goes to Julianne Moore for 'Maps To The Stars' #GoldenGlobes
132,The #GoldenGlobe for Best Actress in a Motion Picture Drama goes to Julianne Moore for Still Alice.
133,"RT @Culturalist: Congratulations to @_juliannemoore! #GoldenGlobe Winner for Best Actress in a Motion Picture, Drama! #StillAlice http://t.…"
134,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
135,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
137,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
138,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
139,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
140,"RT @Culturalist: Congratulations to @_juliannemoore! #GoldenGlobe Winner for Best Actress in a Motion Picture, Drama! #StillAlice http://t.…"
141,"Congrats to Julianna Moore who wins best actress in a motion picture, drama #GoldenGlobes"
142,"Julianne Moore wins best actress in a motion picture drama for ""Still Alice"". 1st win for the film. #GoldenGlobes @KNX1070"
143,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
144,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
145,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
146,"RT @CineplexMovies: Best Actress in a Motion Picture, Drama goes to... JULIANNE MOORE for STILL ALICE #GoldenGlobes"
147,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
148,Best actress in a motion picture drama goes to Julianne Moore #GoldenGlobes
149,"Best Actress - Motion Picture, Drama goes to Julianne Moore in #StillAlice #GoldenGlobes"
150,Julianne Moore wins for best actress in a motion picture-drama #GoldenGlobes
151,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
152,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
153,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
154,"RT @HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes"
155,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
156,"The award for Best Actress in a Motion Picture - Drama goes to @_juliannemoore in ""Still Alice"" #GoldenGlobes"
157,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
158,"“@HuffingtonPost: Best Actress in a Motion Picture, Drama goes to Julianne Moore in Still Alice #GoldenGlobes”so deserving!"
159,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
160,LIVE #GoldenGlobes It's our prediction! Julliane Moore wins Best Actress Motion Picture Drama for #StillAlice http://t.co/oil5QDWYSB
161,"RT @THR: #GoldenGlobes: @_JulianneMoore wins Best Actress in a Motion Picture, Drama for Still Alice http://t.co/Jrp0ZEkCKl"
162,"RT @eonline: The #GoldenGlobes winner for Best Actress in a Motion Picture, Drama is Julianne Moore for Still Alice! http://t.co/SbBOFBf10y"
